Ontology -  all instances of class from New SmartTable with Growth-Media	Matches	Composition	PLATE-ID	Observed-Growth	Object ID	Common-Name	WELL-ID	Summary
MIX0-607	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // PROTON // Pi // PYRUVATE // NA+ // CL- // CPD0-2459 // MET		OBS0-257 // OBS0-30 // OBS0-106	MIX0-607	PMA nitrogen source test + met	B7	
MIX0-767	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // PROTON // Pi // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-13390		OBS0-358 // OBS0-258 // OBS0-30 // OBS0-108	MIX0-767	PMA nitrogen source test + methionine-alanine dipeptide	H12	
MIX0-628	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // PROTON // Pi // PYRUVATE // NA+ // CL- // CPD0-2459 // METHYLAMINE		OBS0-356 // OBS0-256 // OBS0-28 // OBS0-106	MIX0-628	PMA nitrogen source test + methylamine	D5	
MIX0-792	Phenotype-Microarray-Media	ACETYL-GLU // CPD0-2459 // CL- // NA+ // PYRUVATE // Pi // PROTON // MG+2 // K+ // FE+3 // SULFATE		OBS0-356 // OBS0-256 // OBS0-28 // OBS0-106	MIX0-792	PMA nitrogen source test + <i>N</i>-acetyl-D,L-glutamate	D1	Actual Biolog medium contains N-acetyl-D,L-glutamate
MIX0-644	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // PROTON // Pi // PYRUVATE // NA+ // CL- // CPD0-2459 // N-acetyl-D-glucosamine		OBS0-358 // OBS0-258 // OBS0-30 // OBS0-108	MIX0-644	PMA nitrogen source test + <i>N</i>-acetyl-D-glucosamine	E11	
MIX0-646	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // PROTON // Pi // PYRUVATE // NA+ // CL- // CPD0-2459 // N-ACETYL-BETA-D-MANNOSAMINE		OBS0-358 // OBS0-256 // OBS0-30 // OBS0-106	MIX0-646	PMA nitrogen source test + <i>N</i>-acetyl-D-mannosamine	F1	
MIX0-629	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // PROTON // Pi // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3681		OBS0-356 // OBS0-256 // OBS0-28 // OBS0-106	MIX0-629	PMA nitrogen source test + n-amylamine	D6	
MIX0-592	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // PROTON // Pi // PYRUVATE // NA+ // CL- // CPD0-2459 // NITRATE		OBS0-356 // OBS0-256 // OBS0-28 // OBS0-106	MIX0-592	PMA nitrogen source test + nitrate	A4	
MIX0-591	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // PROTON // Pi // PYRUVATE // NA+ // CL- // CPD0-2459 // NITRITE		OBS0-356 // OBS0-256 // OBS0-28 // OBS0-106	MIX0-591	PMA nitrogen source test + nitrite	A3	
MIX0-663	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // PROTON // Pi // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3685		OBS0-256 // OBS0-28 // OBS0-106	MIX0-663	PMA nitrogen source test + parabanate	G6	
MIX0-608	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // PROTON // Pi // PYRUVATE // NA+ // CL- // CPD0-2459 // PHE		OBS0-358 // OBS0-257 // OBS0-30 // OBS0-106	MIX0-608	PMA nitrogen source test + phe	B8	
MIX0-609	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // PROTON // Pi // PYRUVATE // NA+ // CL- // CPD0-2459 // PRO		OBS0-358 // OBS0-258 // OBS0-30 // OBS0-108	MIX0-609	PMA nitrogen source test + pro	B9	
MIX0-634	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // PROTON // Pi // PYRUVATE // NA+ // CL- // CPD0-2459 // PUTRESCINE		OBS0-257 // OBS0-30 // OBS0-106	MIX0-634	PMA nitrogen source test + putrescine	D11	
MIX0-610	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // PROTON // Pi // PYRUVATE // NA+ // CL- // CPD0-2459 // SER		OBS0-358 // OBS0-258 // OBS0-30 // OBS0-108	MIX0-610	PMA nitrogen source test + ser	B10	
MIX0-611	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // PROTON // Pi // PYRUVATE // NA+ // CL- // CPD0-2459 // THR		OBS0-357 // OBS0-257 // OBS0-30 // OBS0-106	MIX0-611	PMA nitrogen source test + thr	B11	
MIX0-654	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // PROTON // Pi // PYRUVATE // NA+ // CL- // CPD0-2459 // THYMIDINE		OBS0-356 // OBS0-256 // OBS0-28 // OBS0-106	MIX0-654	PMA nitrogen source test + thymidine	F9	
MIX0-653	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // PROTON // Pi // PYRUVATE // NA+ // CL- // CPD0-2459 // THYMINE		OBS0-356 // OBS0-256 // OBS0-28 // OBS0-106	MIX0-653	PMA nitrogen source test + thymine	F8	
MIX0-612	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // PROTON // Pi // PYRUVATE // NA+ // CL- // CPD0-2459 // TRP		OBS0-358 // OBS0-258 // OBS0-30 // OBS0-108	MIX0-612	PMA nitrogen source test + trp	B12	
MIX0-613	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // PROTON // Pi // PYRUVATE // NA+ // CL- // CPD0-2459 // TYR		OBS0-356 // OBS0-256 // OBS0-28 // OBS0-106	MIX0-613	PMA nitrogen source test + tyr	C1	
MIX0-638	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // PROTON // Pi // PYRUVATE // NA+ // CL- // CPD0-2459 // TYRAMINE		OBS0-356 // OBS0-256 // OBS0-28 // OBS0-106	MIX0-638	PMA nitrogen source test + tyramine	E3	
MIX0-655	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // PROTON // Pi // PYRUVATE // NA+ // CL- // CPD0-2459 // URACIL		OBS0-356 // OBS0-256 // OBS0-30 // OBS0-106	MIX0-655	PMA nitrogen source test + uracil	F10	
MIX0-660	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // PROTON // Pi // PYRUVATE // NA+ // CL- // CPD0-2459 // URATE		OBS0-358 // OBS0-257 // OBS0-28 // OBS0-106	MIX0-660	PMA nitrogen source test + urate	G3	
MIX0-593	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // PROTON // Pi // PYRUVATE // NA+ // CL- // CPD0-2459 // UREA		OBS0-356 // OBS0-256 // OBS0-28 // OBS0-106	MIX0-593	PMA nitrogen source test + urea	A5	
MIX0-656	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // PROTON // Pi // PYRUVATE // NA+ // CL- // CPD0-2459 // URIDINE		OBS0-356 // OBS0-256 // OBS0-30 // OBS0-106	MIX0-656	PMA nitrogen source test + uridine	F11	
MIX0-614	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // PROTON // Pi // PYRUVATE // NA+ // CL- // CPD0-2459 // VAL		OBS0-356 // OBS0-256 // OBS0-28 // OBS0-106	MIX0-614	PMA nitrogen source test + val	C2	
MIX0-658	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // PROTON // Pi // PYRUVATE // NA+ // CL- // CPD0-2459 // XANTHINE		OBS0-358 // OBS0-257 // OBS0-28 // OBS0-106	MIX0-658	PMA nitrogen source test + xanthine	G1	
MIX0-659	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // PROTON // Pi // PYRUVATE // NA+ // CL- // CPD0-2459 // XANTHOSINE		OBS0-358 // OBS0-257 // OBS0-28 // OBS0-106	MIX0-659	PMA nitrogen source test + xanthosine	G2	
MIX0-763	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // MI-HEXAKISPHOSPHATE		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-763	PMA phosphorus source test + 1D-<i>myo</i>-inositol 1,2,3,4,5,6-hexakisphosphate	E11	
MIX0-720	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-1106		OBS0-360 // OBS0-260 // OBS0-28 // OBS0-110	MIX0-720	PMA phosphorus source test + 2-aminoethylphosphonate	E7	
MIX0-694	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // 2-DEOXY-D-GLUCOSE-6-PHOSPHATE		OBS0-364 // OBS0-361 // OBS0-261 // OBS0-30 // OBS0-110	MIX0-694	PMA phosphorus source test + 2-deoxy-D-glucose 6-phosphate	C5	
MIX0-761	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // 2-PG		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-761	PMA phosphorus source test + 2-phospho-D-glycerate	B6	
MIX0-691	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-67		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-691	PMA phosphorus source test + 2-phosphoglycolate	C2	
MIX0-701	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-683		OBS0-361 // OBS0-259 // OBS0-28 // OBS0-109	MIX0-701	PMA phosphorus source test + 3',5'-cyclic CMP	C12	
MIX0-759	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3706		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-759	PMA phosphorus source test + 3'-adenosine monophosphate	A9	
MIX0-762	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // G3P		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-762	PMA phosphorus source test + 3-phospho-D-glycerate	B7	
MIX0-707	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // 3-P-SERINE		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-707	PMA phosphorus source test + 3-phospho-L-serine	D6	
MIX0-696	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-2961		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-696	PMA phosphorus source test + 6-phospho-D-gluconate	C7	
MIX0-677	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3705		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-677	PMA phosphorus source test + adenosine 2'-monophosphate	A8	
MIX0-679	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3707		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-679	PMA phosphorus source test + adenosine 2'3'-cyclic monophosphate	A11	
MIX0-692	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // GLC-1-P		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-692	PMA phosphorus source test + &alpha;-D-glucose 1-phosphate	C3	
MIX0-702	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // MANNOSE-1P		OBS0-261 // OBS0-30 // OBS0-111	MIX0-702	PMA phosphorus source test + &alpha;-D-mannose 1-phosphate	D1	
MIX0-678	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // AMP		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-678	PMA phosphorus source test + AMP	A10	
MIX0-684	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CARBAMOYL-P		OBS0-381 // OBS0-361 // OBS0-261 // OBS0-28 // OBS0-111	MIX0-684	PMA phosphorus source test + carbamoyl-phosphate	B5	
MIX0-699	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CMP		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-699	PMA phosphorus source test + CMP	C10	
MIX0-716	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CREATINE-P		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-716	PMA phosphorus source test + creatine-phosphate	E3	
MIX0-760	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CAMP		OBS0-365 // OBS0-361 // OBS0-261 // OBS0-30 // OBS0-110	MIX0-760	PMA phosphorus source test + cyclic-AMP	A12	
MIX0-689	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CGMP		OBS0-382 // OBS0-359 // OBS0-260 // OBS0-28 // OBS0-109	MIX0-689	PMA phosphorus source test + cyclic-GMP	B12	
MIX0-704	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3721		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-704	PMA phosphorus source test + cysteamine S-phosphate	D3	
MIX0-700	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3713		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-700	PMA phosphorus source test + cytidine 2',3'-cyclic monophosphate	C11	
MIX0-697	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3710		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-697	PMA phosphorus source test + cytidine 2'-monophosphate	C8	
MIX0-698	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3711		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-698	PMA phosphorus source test + cytidine-3'-monophosphate	C9	
MIX0-695	Phenotype-Microarray-Media	D-GLUCOSAMINE-6-P // SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-695	PMA phosphorus source test + D-glucosamine-6-phosphate	C6	
MIX0-693	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // Glucose-6-phosphate		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-693	PMA phosphorus source test + D-glucose-6-phosphate	C4	
MIX0-703	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // MANNOSE-6P		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-703	PMA phosphorus source test + D-mannose 6-phosphate	D2	
MIX0-673	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // PPI		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-673	PMA phosphorus source test + diphosphate	A3	
MIX0-681	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3735		OBS0-380 // OBS0-361 // OBS0-261 // OBS0-30 // OBS0-109	MIX0-681	PMA phosphorus source test + dithiophosphate	B2	
MIX0-723	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // TMP		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-723	PMA phosphorus source test + dTMP	E10	
MIX0-683	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-536		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-683	PMA phosphorus source test + glycerol 2-phosphate	B4	
MIX0-687	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // GMP		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-687	PMA phosphorus source test + GMP	B10	
MIX0-688	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3709		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-688	PMA phosphorus source test + guanosine 2',3'-cyclic monophosphate	B11	
MIX0-685	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-13025		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-685	PMA phosphorus source test + guanosine 2'-monophosphate	B8	
MIX0-686	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3708		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-686	PMA phosphorus source test + guanosine 3'-monophosphate	B9	
MIX0-708	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // L-THREONINE-O-3-PHOSPHATE		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-708	PMA phosphorus source test + L-threonine O-3-phosphate	D7	
MIX0-721	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3731		OBS0-260 // OBS0-28 // OBS0-109	MIX0-721	PMA phosphorus source test + methylenediphosphonate	E8	
MIX0-705	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // L-ARGININE-P		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-705	PMA phosphorus source test + N-phospho-L-arginine	D4	
MIX0-706	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3722		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-706	PMA phosphorus source test + O-phospho-D-serine	D5	
MIX0-714	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3729		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-714	PMA phosphorus source test + O-phospho-D-tyrosine	E1	
MIX0-715	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3728		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-715	PMA phosphorus source test + O-phospho-L-tyrosine	E2	
MIX0-672	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // Pi		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-672	PMA phosphorus source test + phosphate	A2	
MIX0-758	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-27		OBS0-359 // OBS0-259 // OBS0-28 // OBS0-109	MIX0-758	PMA phosphorus source test + phosphinate	A7	
MIX0-690	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // PHOSPHO-ENOL-PYRUVATE		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-690	PMA phosphorus source test + phosphoenolpyruvate	C1	
MIX0-719	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-764		OBS0-360 // OBS0-260 // OBS0-28 // OBS0-109	MIX0-719	PMA phosphorus source test + phosphonoacetate	E6	
MIX0-717	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // PHOSPHORYL-CHOLINE		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-717	PMA phosphorus source test + phosphoryl-choline	E4	
MIX0-718	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // PHOSPHORYL-ETHANOLAMINE		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-718	PMA phosphorus source test + phosphoryl-ethanolamine	E5	
MIX0-675	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // P3I		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-675	PMA phosphorus source test + PPP<SUB>i</SUB>	A5	
MIX0-682	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // GLYCEROL-3P		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-682	PMA phosphorus source test + <i>sn</i>-glycerol-3-phosphate	B3	
MIX0-680	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3734		OBS0-379 // OBS0-361 // OBS0-261 // OBS0-30 // OBS0-109	MIX0-680	PMA phosphorus source test + thiophosphate	B1	
MIX0-722	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3732		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-722	PMA phosphorus source test + thymidine 3'-monophosphate	E9	
MIX0-724	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3733		OBS0-359 // OBS0-259 // OBS0-28 // OBS0-109	MIX0-724	PMA phosphorus source test + thymidine 3'5'-cyclic monophosphate	E12	
MIX0-676	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3703		OBS0-359 // OBS0-259 // OBS0-28 // OBS0-109	MIX0-676	PMA phosphorus source test + triethyl phosphate	A6	
MIX0-674	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-610		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-674	PMA phosphorus source test + trimetaphosphate	A4	
MIX0-711	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // UMP		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-711	PMA phosphorus source test + UMP	D10	
MIX0-709	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3723		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-709	PMA phosphorus source test + uridine 2'-monophosphate	D8	
MIX0-712	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3725		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-712	PMA phosphorus source test + uridine 2'3'-cyclic monophosphate	D11	
MIX0-710	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3724		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-111	MIX0-710	PMA phosphorus source test + uridine 3'-monophosphate	D9	
MIX0-713	Phenotype-Microarray-Media	SULFATE // FE+3 // K+ // MG+2 // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3727		OBS0-259 // OBS0-28 // OBS0-109	MIX0-713	PMA phosphorus source test + uridine 3'5'-cyclic monophosphate	D12	
MIX0-732	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // L-CYSTEATE		OBS0-260 // OBS0-30 // OBS0-113	MIX0-732	PMA sulfur source test + (<i>R</i>)-cysteate	F10	
MIX0-752	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3744		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-114	MIX0-752	PMA sulfur source test + 1-butanesulfonate	H9	
MIX0-747	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3742		OBS0-260 // OBS0-28 // OBS0-112	MIX0-747	PMA sulfur source test + 1-thio-&beta;-D-glucose	H3	
MIX0-734	Phenotype-Microarray-Media	CPD0-2459 // CL- // NA+ // PYRUVATE // AMMONIUM // Pi // PROTON // MG+2 // K+ // FE+3 // 3-SULFINOALANINE		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-114	MIX0-734	PMA sulfur source test + 3-sulfinoalanine	F12	
MIX0-757	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-10427		OBS0-359 // OBS0-259 // OBS0-28 // OBS0-112	MIX0-757	PMA sulfur source test + 4-aminobenzenesulfonate	H8	
MIX0-730	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CYS		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-114	MIX0-730	PMA sulfur source test + cys	F7	
MIX0-733	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-239		OBS0-260 // OBS0-30 // OBS0-113	MIX0-733	PMA sulfur source test + cysteamine	F11	
